what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1541678330542
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1541678502267
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1541678503733
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1541678509378
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1541678517914
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1541678528564
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1541678529850
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1541678565609
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1541678566761
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1541678669074
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1541678671203
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1541678672860
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1541678677105
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1541678706194
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1541678709399
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1541678713916
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1541678724007
opened,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1541678724341
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1541678724424
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1541678745558
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1541678786849
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1541678789488
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1541678791727
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1541678797722
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1541678802783
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1541679551593
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1541679554422
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1541679559015
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1541679559233
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1541679567593
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1541679573023
